,customerid,lastname,creditscore
1052,15623471,Marcelo,607
1053,15798348,Chukwuebuka,600
1054,15743016,MacDonald,602
1055,15769499,Lampungmeiua,545
1056,15798521,Tai,675
1057,15706534,Enyinnaya,581
1058,15706186,McKenzie,640
1059,15812197,Kline,850
1060,15650933,Ma,490
1061,15692991,Wood,710
1062,15631189,Riggs,613
1063,15762198,Capon,812
1064,15699598,Smith,723
1065,15692744,Davison,512
1066,15688963,Ingram,731
1067,15599131,Dilke,650
1068,15680303,Gibson,594
1069,15628674,Iadanza,844
1070,15648075,Hebert,686
1071,15586970,Pinto,695
1072,15625698,Dumetochukwu,624
1073,15790497,Ross,503
1074,15682618,Jamieson,535
1075,15762937,Chiganu,743
1076,15750929,Burgess,702
1077,15729832,Cheng,658
1078,15633650,Woods,677
1079,15748856,Liang,664
1080,15589195,Bluett,766
1081,15699911,Chapman,461
1082,15663438,Andrejew,688
1083,15692583,Udobata,678
1084,15591257,Ejimofor,796
1085,15646513,Spyer,803
1086,15708063,Walker,712
1087,15696098,Palermo,498
1088,15645517,Philip,850
1089,15649744,Fallaci,628
1090,15604304,Perry,539
1091,15784092,Henderson,732
1092,15585198,Bergamaschi,715
1093,15624347,Fokine,651
1094,15621687,Mackay,813
1095,15689081,Wu,692
1096,15813168,Maslova,756
1097,15604295,Wei,543
1098,15724127,McLean,790
1099,15673055,Sung,494
1100,15768201,Paterson,850
1101,15782219,Fanucci,703
1102,15746410,Thompson,432
1103,15780144,Tisdall,512
1104,15590476,Onochie,589
1105,15624293,Mironova,514
1106,15618182,Ndubueze,678
1107,15660316,Stephenson,420
1108,15678886,Golubev,679
1109,15616330,Liao,595
1110,15592229,Mullan,713
1111,15798424,Glover,833
1112,15714750,Northey,690
1113,15648800,Paterson,731
1114,15626147,Maclean,608
1115,15626608,Howarde,479
1116,15723250,Teng,519
1117,15592583,Colman,731
1118,15759381,Johnson,617
1119,15585241,Butcher,756
1120,15589358,Stanley,848
1121,15672704,Jackson,809
1122,15789955,Hu,698
1123,15596800,Hill,779
1124,15627305,Pan,606
1125,15645316,Han,612
1126,15593973,Wilkie,663
1127,15647301,Bray,549
1128,15750258,Ann,675
1129,15685309,Souter,669
1130,15628205,Greco,571
1131,15733974,Mao,500
1132,15762110,Anderson,628
1133,15706899,Ma,559
1134,15732660,Black,769
1135,15656121,Medvedeva,733
1136,15614220,Benson,750
1137,15645269,Duncan,583
1138,15698510,Onwudiwe,468
1139,15569247,Mitchell,727
1140,15566251,Ferrari,618
1141,15716134,Russo,617
1142,15763625,Hazon,793
1143,15605965,Henderson,630
1144,15694821,Hardy,765
1145,15601688,Piccio,546
1146,15575581,Dickson,614
1147,15671209,Holden,593
1148,15616529,Hsieh,613
1149,15773906,Doherty,655
1150,15722993,Page,700
1151,15752463,Samuel,826
1152,15589754,Malloy,652
1153,15669899,Fitts,755
1154,15766887,Iadanza,538
1155,15768006,Wu,729
1156,15741295,Yefimova,615
1157,15811327,Pan,700
1158,15690007,Ts'ui,434
1159,15690664,Liang,729
1160,15719348,Tsao,513
1161,15781802,Abramov,755
1162,15752731,Millar,615
1163,15600997,Demuth,747
1164,15750776,Genovese,850
1165,15723907,Lawless,712
1166,15633419,Brooks,622
1167,15702430,Ignatyeva,548
1168,15710456,Balmain,607
1169,15650351,Millar,653
1170,15590820,Ecuyer,699
1171,15640454,Parkhill,693
1172,15697789,Li Fonti,647
1173,15808182,Beneventi,478
1174,15588670,Despeissis,705
1175,15721292,Atkins,719
1176,15604217,Williams,726
1177,15651369,Wright,626
1178,15782454,Hancock,552
1179,15814032,Hsieh,807
1180,15570326,Wilkins,621
1181,15624428,Longo,651
1182,15755638,Mancini,673
1183,15600992,Madukaego,652
1184,15755649,Winter-Irving,584
1185,15795228,Stewart,756
1186,15589257,Grant,670
1187,15719302,Brennan,765
1188,15639882,She,528
1189,15791279,Murray,701
1190,15636935,Rischbieth,797
1191,15686909,Lung,639
1192,15589572,Otutodilichukwu,785
1193,15779947,Thomas,363
1194,15573769,Fiorentini,764
1195,15578866,Hughes,676
1196,15739131,Whitworth,718
1197,15813444,McIntosh,590
1198,15678058,Ayers,584
1199,15769169,Trentino,645
1200,15804602,Boyd,772
1201,15651052,McMasters,399
1202,15724334,Alekseyeva,529
1203,15569451,Miller,463
1204,15650098,Baranova,630
1205,15724307,Mitchell,780
1206,15599268,Yobachi,584
1207,15594864,Huang,752
1208,15616451,Genovese,697
1209,15715667,Sorokina,850
1210,15658969,Gray,711
1211,15738174,Ervin,452
1212,15813590,Vance,610
1213,15624229,Noble,694
1214,15674148,Milanesi,579
1215,15625080,Parkin,745
1216,15682528,Cremonesi,572
1217,15696900,Burns,505
1218,15730038,Docherty,706
1219,15812272,Ugonna,693
1220,15654654,L?,725
1221,15697625,Bevan,791
1222,15616280,Hsia,536
1223,15654229,O'Neill,699
1224,15628298,Johnstone,500
1225,15733387,Pham,707
1226,15775572,Bergamaschi,531
1227,15613844,Murphy,557
1228,15578515,Osinachi,659
1229,15607598,Muravyov,575
1230,15742480,Igwebuike,775
1231,15749482,Zack,772
1232,15607537,Crawford,587
1233,15575410,Chidiegwu,667
1234,15684865,Lucchesi,771
1235,15600700,Pan,523
1236,15774155,Trevisani,662
1237,15634267,Yudin,717
1238,15619626,Wade,746
1239,15660422,Chung,569
1240,15617934,Septimus,579
1241,15760774,Hargraves,519
1242,15813132,Chukwukadibia,696
1243,15593331,Sidorov,693
1244,15616709,Bunton,587
1245,15658052,Cameron,626
1246,15721189,Kung,666
1247,15711288,Hay,512
1248,15770030,Conti,689
1249,15803681,Sims,803
1250,15702789,Carter,548
1251,15814930,McGregor,588
1252,15658306,Lo,693
1253,15699523,Chu,499
1254,15610383,Dumetolisa,628
1255,15615032,Peng,624
1256,15781989,Drake-Brockman,733
1257,15647402,Wan,628
1258,15740494,Cameron,633
1259,15701265,Tretiakov,559
1260,15743532,Ball,704
1261,15794870,Sal,744
1262,15747591,Chung,665
1263,15726557,Lai,638
1264,15732199,Gether,837
1265,15662291,Davidson,534
1266,15749050,Justice,548
1267,15781586,Osonduagwuike,837
1268,15617078,Ewing,658
1269,15723339,Chin,554
1270,15671322,Chiang,724
1271,15793854,Ahmed,723
1272,15756539,Marshall,585
1273,15612064,Tsou,474
1274,15625916,Chien,562
1275,15683195,Ubanwa,719
1276,15690182,Kapustin,635
1277,15721719,Calabresi,743
1278,15641690,Hsiao,681
1279,15634896,Grant,521
1280,15671590,H?,741
1281,15779182,Chia,790
1282,15778287,Ugoji,622
1283,15609510,Gregory,669
1284,15742229,Mackay,583
1285,15658532,Nnamutaezinwa,520
1286,15590993,Findlay,579
1287,15565701,Ferri,698
1288,15597239,Ku,548
1289,15688880,Amechi,672
1290,15813917,Kirk,653
1291,15679611,Andrews,734
1292,15636589,Murray,794
1293,15687752,Griffin,641
1294,15584363,Longstaff,824
1295,15737748,McWilliam,534
1296,15803365,Coffee,653
1297,15793247,Hancock,498
1298,15572360,Clark,683
1299,15795166,Creswell,618
1300,15724620,Dodds,538
1301,15800856,Ewen,643
1302,15671097,Carter,428
1303,15683930,Ch'iu,593
1304,15749004,Tsao,718
1305,15800434,Burgess,811
1306,15709117,Fanucci,823
1307,15638806,Blackburn,645
1308,15662294,Bennett,710
1309,15690079,Boniwell,591
1310,15759317,Vasilieva,748
1311,15750497,Longo,850
1312,15596181,Kwemto,542
1313,15576602,Lawrence,809
1314,15644833,Duncan,675
1315,15734634,Bocharova,607
1316,15808689,Morres,850
1317,15720702,Shih,789
1318,15665077,Vogel,598
1319,15763612,T'an,756
1320,15596493,Wisdom,687
1321,15704483,Lorenzo,724
1322,15598846,Shahan,700
1323,15629244,Bryant,635
1324,15765537,Liang,687
1325,15729975,Chidozie,613
1326,15682773,Hayward,781
1327,15688007,Liu,703
1328,15574331,Alexeeva,593
1329,15645572,Calabresi,743
1330,15742854,Lettiere,640
1331,15575417,Chou,849
1332,15796721,Nnamutaezinwa,778
1333,15734942,Nnamutaezinwa,539
1334,15664772,Greece,489
1335,15576683,Yin,568
1336,15682563,Larionova,618
1337,15650889,Golubev,710
1338,15612108,Norman,625
1339,15761132,Capon,682
1340,15645511,Chukwudi,727
1341,15609824,Fedorov,794
1342,15640268,Avdeeva,652
1343,15645778,Reid,670
1344,15691104,Kennedy,460
1345,15714567,Chan,568
1346,15777826,Wofford,643
1347,15668445,Mai,521
1348,15576162,King,615
1349,15778135,T'ao,575
1350,15613141,Hsu,717
1351,15635435,White,648
1352,15596552,Stephens,535
1353,15623644,Frolov,626
1354,15683403,Lombardi,611
1355,15615029,Munro,734
1356,15769005,Hayward,709
1357,15746326,Fields,591
1358,15722364,Onwumelu,664
1359,15704954,Suffolk,431
1360,15694409,Tsao,647
1361,15754068,Judd,578
1362,15683841,Hamilton,555
1363,15789095,T'ang,775
1364,15719958,Degtyarev,850
1365,15689514,Kang,625
1366,15621353,Hudson,645
1367,15627232,Jibunoh,608
1368,15745843,Kinlaw,689
1369,15722902,Chizuoke,652
1370,15791767,Lucciano,769
1371,15792722,Omeokachie,611
1372,15723006,Gorbunova,489
1373,15771942,Tikhonov,528
1374,15774738,Campa,632
1375,15574004,Mancini,429
1376,15587233,Donoghue,457
1377,15808228,Tuan,768
1378,15682834,Johnstone,715
1379,15571752,Romani,668
1380,15743067,Fuller,625
1381,15714466,Baxter,846
1382,15617982,Pirozzi,661
1383,15696637,Sung,571
1384,15690647,Rogers,582
1385,15672756,Mills,716
1386,15704586,Osonduagwuike,758
1387,15674526,Byrne,725
1388,15775295,McIntyre,630
1389,15684196,Aitken,627
1390,15727281,Macintyre,653
1391,15787835,Simpson,775
1392,15730540,Simpson,794
1393,15646276,Metcalfe,831
1394,15582180,Lees,561
1395,15697095,Zetticci,705
1396,15748797,Dale,636
1397,15754796,Byrne,487
1398,15628947,Praed,693
1399,15775546,Laurens,517
1400,15670481,Woods,684
1401,15619029,Bykov,620
1402,15613282,Vorobyova,757
1403,15721487,Pirogova,739
1404,15797276,Sturt,662
1405,15612494,Panicucci,359
1406,15629617,Cook,572
1407,15600821,Hardy,721
1408,15579062,Chu,707
1409,15814268,Franklin,444
1410,15710164,P'eng,523
1411,15693904,Chiang,685
1412,15588986,Grant,673
1413,15797733,Udobata,503
1414,15620507,Siciliani,485
1415,15685150,Evans,799
1416,15667651,Young,585
1417,15774166,Mitchell,607
1418,15649280,Lucchese,521
1419,15705657,Hewitt,535
1420,15753969,K'ung,724
1421,15742378,Swaim,520
1422,15794874,Quinones,696
1423,15589221,Kennedy,657
1424,15596671,Endrizzi,603
1425,15583668,Ludowici,726
1426,15710206,Larson,591
1427,15799966,Chigolum,792
1428,15794560,Maclean,550
1429,15626485,Lu,601
1430,15703143,Tuan,820
1431,15809772,Glover,667
1432,15687959,Landman,573
1433,15585282,Trevisano,755
1434,15714993,Longo,552
1435,15596021,K?,598
1436,15646615,Muir,576
1437,15742632,Alexeyeva,670
1438,15574068,Norman,504
1439,15806967,Simmons,778
1440,15796334,Chukwualuka,558
1441,15688713,McCall,627
1442,15796179,Moore,683
1443,15598751,Ingram,556
1444,15703019,Okeke,583
1445,15646302,Shao,705
1446,15680855,Iloabuchi,637
1447,15697311,Nebechukwu,697
1448,15585367,Diribe,555
1449,15726556,Macgroarty,594
1450,15676242,Artemova,632
1451,15684198,McDonald,551
1452,15774882,Mazzanti,687
1453,15714227,Kelly,672
1454,15608653,Davison,521
1455,15784280,Reilly,686
1456,15789546,Ojiofor,639
1457,15590320,Shelton,850
1458,15678385,Lange,465
1459,15571778,Trentini,817
1460,15657085,Gardiner,578
1461,15640627,Wan,611
1462,15566211,Hsu,616
1463,15669293,Hovell,517
1464,15595067,Zhirov,637
1465,15753566,Espinosa,806
1466,15650391,Wallace,633
1467,15681843,Barbour,624
1468,15814846,Ozerova,691
1469,15670374,Wright,819
1470,15762332,Ulyanova,568
1471,15700223,Steiner,806
1472,15729956,Akabueze,726
1473,15594862,Aleksandrova,552
1474,15598782,Pinto,755
1475,15745080,Griffiths,634
1476,15703399,McNeil,756
1477,15732175,Bruno,776
1478,15630725,Johnson,649
1479,15640260,Okorie,595
1480,15716822,Moen,646
1481,15583748,McGuigan,592
1482,15605968,Fancher,574
1483,15790683,Matthews,850
1484,15607713,Kaeppel,850
1485,15700212,Shih,475
1486,15626710,Yudina,642
1487,15716491,Akabueze,710
1488,15625824,Kornilova,596
1489,15617705,Ozioma,609
1490,15761976,Su,797
1491,15634891,Jamison,504
1492,15744517,Esposito,735
1493,15686963,Hardiman,680
1494,15808189,Woodard,449
1495,15580845,Chienezie,685
1496,15799156,Okwuadigbo,569
1497,15694296,Chineze,631
1498,15677049,O'Brien,595
1499,15583595,Tao,461
1500,15590146,Mao,630
1501,15801548,Buckland,661
1502,15660833,Flannery,796
1503,15762277,Jamieson,710
1504,15791302,Swift,741
1505,15798975,Doherty,606
1506,15599956,Payne,747
1507,15577274,Genovese,549
1508,15701200,Lucciano,576
1509,15638149,Rowley,528
1510,15786199,Hsing,535
1511,15701765,Vincent,575
1512,15586974,Pearce,656
1513,15729040,Lamb,440
1514,15788676,Riley,539
1515,15602497,Honore,850
1516,15701333,Blackburn,646
1517,15812071,Endrizzi,744
1518,15634375,Duncan,710
1519,15738267,Macarthur,544
1520,15786800,Gould,723
1521,15591130,Medvedev,507
1522,15720662,Sholes,787
1523,15751531,Shaw,598
1524,15653595,Ts'ai,796
1525,15568360,Rolon,569
1526,15781210,Reid,711
1527,15668058,Chinwendu,661
1528,15597131,Fu,415
1529,15697283,Mackenzie,578
1530,15640953,Bligh,611
1531,15715031,Davidson,600
1532,15589660,Lamble,661
1533,15769818,Moore,850
1534,15782736,Jose,573
1535,15614818,Trevisani,764
1536,15794014,Schofield,838
1537,15732448,Stewart,821
1538,15723411,Jamieson,607
1539,15797686,Howard,558
1540,15605950,Onwuamaeze,530
1541,15812497,D'Albertis,654
1542,15690678,Brooks,530
1543,15747677,Gordon,656
1544,15618926,Nwachukwu,520
1545,15673908,Chinweike,602
1546,15727944,Simpkinson,701
1547,15807294,Walker,653
1548,15618581,Diribe,668
1549,15584364,Trentini,652
1550,15599552,Conway,639
1551,15749177,Maslow,730
1552,15718779,Clark,780
1553,15568106,L?,592
1554,15779481,Swadling,628
1555,15709994,Gallo,658
1556,15772777,Onyemachukwu,850
1557,15706815,Samoylova,515
1558,15618018,Dickson,571
1559,15671032,He,760
1560,15634281,P'an,720
1561,15766374,Leak,632
1562,15600991,Artemieva,694
1563,15777576,Frost,559
1564,15742613,Warner,773
1565,15649523,Kennedy,581
1566,15651063,Ifeatu,524
1567,15683124,Evans,713
1568,15618314,Chu,676
1569,15670823,Hsueh,651
1570,15607133,Shih,717
1571,15615012,Fan,594
1572,15725141,Whiddon,716
1573,15623560,Onyekachukwu,668
1574,15693018,Ermakova,678
1575,15636756,Marino,545
1576,15647474,Niu,613
1577,15576714,Manna,687
1578,15585047,Onyemere,715
1579,15743976,Archer,618
1580,15793881,Mitchell,721
1581,15576517,Everingham,445
1582,15631072,Huie,690
1583,15730394,Crowther,709
1584,15631460,Swift,671
1585,15692002,Skelton,538
1586,15595282,White,735
1587,15789548,Giordano,592
1588,15758035,Bateson,747
1589,15617518,Hu,675
1590,15651802,Day,632
1591,15631813,Beneventi,621
1592,15729668,Elizabeth,521
1593,15741728,Atkins,591
1594,15576676,Serrano,706
1595,15711378,Willis,677
1596,15765520,Stevenson,769
1597,15656726,Ch'ien,771
1598,15647842,Cunningham,601
1599,15719309,Stephens,670
1600,15748718,Gordon,517
1601,15594404,Bevan,834
1602,15751158,Mashman,571
1603,15593470,Tu,576
1604,15695129,Milanesi,718
1605,15640865,Romano,636
1606,15714080,Goliwe,566
1607,15648721,Hsueh,711
1608,15801466,Gray,574
1609,15750248,Wright,619
1610,15758726,Chiemeka,588
1611,15781553,Chung,760
1612,15649121,Pinto,665
1613,15674811,Kellway,739
1614,15646037,Sopuluchi,641
1615,15722578,Spitzer,685
1616,15665695,Potter,594
1617,15801062,Matthews,557
1618,15662955,Nicholls,697
1619,15770309,McDonald,656
1620,15657386,Fiorentini,712
1621,15777797,Kovalyova,689
1622,15783955,Miah,697
1623,15804516,Builder,589
1624,15681758,Baddeley,525
1625,15630321,Hu,680
1626,15588248,Hs?,617
1627,15591932,Ford,680
1628,15810347,Todd,662
1629,15595303,Johnston,736
1630,15634950,Obiajulu,657
1631,15685372,Azubuike,350
1632,15745827,Padovesi,617
1633,15755868,Farmer,562
1634,15735222,Ignatieff,705
1635,15604804,Lu,516
1636,15718944,Artemiev,573
1637,15678626,Okonkwo,538
1638,15571550,Dore,699
1639,15723053,T'ang,504
1640,15661528,Ashbolt,583
1641,15754177,Bazarova,712
1642,15683544,Buccho,626
1643,15708048,Burn,631
1644,15701109,Andreyev,663
1645,15600110,Endrizzi,506
1646,15651533,Brown,570
1647,15777904,Nock,703
1648,15655574,Okeke,698
1649,15569423,Cunningham,731
1650,15718106,Kelley,625
1651,15585067,Wilson,634
1652,15675501,Woods,616
1653,15633233,McFarland,500
1654,15667134,Cisneros,446
1655,15659105,Borchgrevink,669
1656,15575409,Rozhkova,581
1657,15752342,Bradley,704
1658,15654851,Obialo,748
1659,15741429,Hudson,680
1660,15682356,Veltri,655
1661,15806447,Mazzanti,690
1662,15800229,Thorpe,695
1663,15663441,Golibe,700
1664,15791991,Udinesi,773
1665,15775082,Stewart,749
1666,15579706,Curtis,611
1667,15718247,Hayden,606
1668,15755722,H?,554
1669,15582259,Campbell,567
1670,15716994,Green,559
1671,15586880,P'eng,594
1672,15713854,Cremonesi,513
1673,15780835,Liang,652
1674,15675896,Gough,680
1675,15658459,Bates,784
1676,15658057,Padovesi,812
1677,15801767,Yin,784
1678,15569178,Kharlamov,570
1679,15731478,Nicholls,712
1680,15811236,Burns,705
1681,15746749,Fleming,681
1682,15662758,Watson,620
1683,15709387,Obiajulu,711
1684,15572093,Han,613
1685,15713826,Ferguson,613
1686,15570205,Tao,682
1687,15589348,Le Grand,850
1688,15804610,Valdez,601
1689,15700854,Cunningham,595
1690,15758836,Godfrey,675
1691,15772933,Mai,591
1692,15809006,Walker,602
1693,15689612,Pirozzi,554
1694,15744614,Feng,541
1695,15704250,Akabueze,506
1696,15700255,Robson,814
1697,15669410,Yevdokimova,683
1698,15807595,Ijendu,485
1699,15664523,Colombo,696
1700,15642833,Akubundu,608
1701,15605279,Francis,792
1702,15713644,Marshall,686
1703,15750466,Rhodes,790
1704,15739054,Y?,654
1705,15612771,Bell,452
1706,15788483,Kerr,719
1707,15732832,Jideofor,707
1708,15772892,Robertson,699
1709,15713843,Kao,850
1710,15567993,Palmer,828
1711,15617603,Mackay,850
1712,15744983,Burgmann,712
1713,15630419,Davis,634
1714,15738828,Milano,730
1715,15778025,Dellucci,685
1716,15799479,Coles,809
1717,15684269,Gray,707
1718,15762745,Macvitie,648
1719,15746970,Townsend,760
1720,15725024,Pope,805
1721,15592116,Jensen,585
1722,15624391,Thomson,595
1723,15567422,Chiazagomekpele,630
1724,15612627,Ozuluonye,627
1725,15574879,Wright,631
1726,15745107,Lung,776
1727,15734491,Lombardo,676
1728,15675320,Leonard,758
1729,15643824,Johnston,637
1730,15643438,P'eng,850
1731,15721730,Amechi,601
1732,15680727,Fang,735
1733,15752508,Docherty,614
1734,15808846,Horton,672
1735,15727251,Vincent,642
1736,15663489,Onio,633
1737,15683677,Schiavone,769
1738,15596414,Chandler,796
1739,15730639,Fiorentino,715
1740,15672132,Butusov,695
1741,15742638,Wang,747
1742,15578603,Alexeieva,584
1743,15726088,Vinogradova,476
1744,15682533,Hughes,850
1745,15772995,Ts'ao,529
1746,15765694,Bage,584
1747,15659486,Yudina,586
1748,15568963,Naquin,674
1749,15703820,Endrizzi,552
1750,15569410,Tang,601
1751,15632256,Schroeder,541
1752,15724466,Swearingen,744
1753,15777639,McGregor,595
1754,15802501,Onyeorulu,724
1755,15778410,Clarke,533
1756,15670702,Smith,618
1757,15704763,Kozlova,523
1758,15645544,Nekrasov,642
1759,15757646,Olague,584
1760,15701121,Holt,521
1761,15796313,Olsen,662
1762,15815660,Mazzi,758
1763,15602844,Niu,717
1764,15636238,Graham,611
1765,15770101,Millar,766
1766,15645543,Bell,636
1767,15596397,Kelly,814
1768,15770525,T'an,760
1769,15684267,Davila,607
1770,15689980,Willis,725
1771,15633260,Dumetochukwu,600
1772,15756471,Giles,656
1773,15721303,O'Meara,640
1774,15802256,Yao,439
1775,15725664,Wallace,549
1776,15674851,T'ien,622
1777,15701946,Ndubueze,715
1778,15748947,Chukwuraenye,657
1779,15673342,K'ung,703
1780,15601008,Stevenson,802
1781,15771636,Marshall,793
1782,15642002,Hayward,554
1783,15693381,Tipton,533
1784,15607691,Gibson,658
1785,15589380,Fraser,713
1786,15603846,Fang,711
1787,15753549,Dubinina,669
1788,15725355,Morey,439
1789,15773017,Todd,763
1790,15625641,Forbes,697
1791,15776467,De Salis,702
1792,15746451,Barry,686
1793,15777922,Afamefuna,629
1794,15606841,Ibbott,823
1795,15757648,Marshall,683
1796,15677173,Law,555
1797,15764170,Pinto,647
1798,15610446,Chinedum,714
1799,15612776,McKay,850
1800,15794122,Otutodilinna,713
1801,15774931,She,452
1802,15779247,Pai,683
1803,15707078,Kruglov,577
1804,15605263,Chin,552
1805,15607381,King,769
1806,15683471,Hansen,691
1807,15605037,Ting,818
1808,15576085,Stone,739
1809,15770435,McLean,639
1810,15592994,Zikoranachidimma,651
1811,15624068,Fu,779
1812,15595221,Trevisano,850
